,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,spray
120,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-26,41.868077,-87.666901,1.0,CULEX PIPIENS, S ASHLAND AVE,,T090,0.0,0
121,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662014,-87.724608,20.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,0.0,0
122,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662014,-87.724608,25.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,0
123,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-26,41.662014,-87.724608,6.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,0
124,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-26,41.961743,-87.76007,1.0,CULEX PIPIENS/RESTUANS, W AGATITE AVE,,T141,0.0,0
125,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-26,41.961743,-87.76007,3.0,CULEX RESTUANS, W AGATITE AVE,,T141,0.0,0
126,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-06-26,41.953067,-87.776792,4.0,CULEX RESTUANS, N AUSTIN AVE,,T142,0.0,0
127,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-06-26,41.878114,-87.629798,1.0,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,0
128,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-06-26,41.958271,-87.702575,6.0,CULEX RESTUANS, N RICHMOND ST,,T146,0.0,0
129,"2800 North Francisco Avenue, Chicago, IL 60618, USA",8.0,"2800  N FRANCISCO AVE, Chicago, IL",28.0,2007-06-26,41.932094,-87.700117,1.0,CULEX RESTUANS, N FRANCISCO AVE,,T147,0.0,0
130,"1800 West Farwell Avenue, Chicago, IL 60626, USA",9.0,"1800  W FARWELL AVE, Chicago, IL",18.0,2007-06-26,42.006858,-87.675919,2.0,CULEX RESTUANS, W FARWELL AVE,,T150,0.0,0
131,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-26,41.916265,-87.800515,3.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,0
132,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-26,41.916265,-87.800515,6.0,CULEX RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,0
133,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-26,41.682587,-87.707973,1.0,CULEX PIPIENS/RESTUANS, W 116TH ST,,T158,0.0,0
134,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-26,41.682587,-87.707973,4.0,CULEX RESTUANS, W 116TH ST,,T158,0.0,0
135,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2007-06-26,41.963976,-87.69181,1.0,CULEX RESTUANS, N CAMPBELL AVE,,T220,0.0,0
136,"4000 North Tripp Avenue, Chicago, IL 60641, USA",8.0,"4000  N TRIPP AVE, Chicago, IL",40.0,2007-06-26,41.953705,-87.733974,1.0,CULEX PIPIENS/RESTUANS, N TRIPP AVE,,T001,0.0,0
137,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2007-06-26,41.964242,-87.757639,2.0,CULEX RESTUANS, N MILWAUKEE AVE,,T003,0.0,0
138,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-26,41.990284,-87.797127,1.0,CULEX PIPIENS/RESTUANS, N AVONDALE AVE,,T006,0.0,0
139,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-26,41.990284,-87.797127,1.0,CULEX RESTUANS, N AVONDALE AVE,,T006,0.0,0
140,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2007-06-26,42.008314,-87.777921,2.0,CULEX RESTUANS, N MOSELL AVE,,T008,0.0,0
141,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-06-26,41.991429,-87.747113,2.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,0
142,"2700 South Western Avenue, Chicago, IL 60608, USA",9.0,"2700  S WESTERN AVE, Chicago, IL",27.0,2007-06-26,41.843811,-87.686763,1.0,CULEX RESTUANS, S WESTERN AVE,,T034,0.0,0
143,"6800 West Belden Avenue, Chicago, IL 60707, USA",8.0,"6800  W BELDEN AVE, Chicago, IL",68.0,2007-06-26,41.921177,-87.79518,1.0,CULEX RESTUANS, W BELDEN AVE,,T037,0.0,0
144,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",8.0,"2100  S HAMLIN AVE, Chicago, IL",21.0,2007-06-26,41.852652,-87.719887,5.0,CULEX PIPIENS/RESTUANS, S HAMLIN AVE,,T040,0.0,0
145,"2100 South Hamlin Avenue, Chicago, IL 60623, USA",8.0,"2100  S HAMLIN AVE, Chicago, IL",21.0,2007-06-26,41.852652,-87.719887,1.0,CULEX RESTUANS, S HAMLIN AVE,,T040,0.0,0
146,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-26,41.857402,-87.694991,1.0,CULEX RESTUANS, W 18TH ST,,T043,0.0,0
147,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-06-26,41.868142,-87.696269,1.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,T047,0.0,0
148,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-06-26,41.868142,-87.696269,1.0,CULEX RESTUANS, S CALIFORNIA,,T047,0.0,0
149,"2500 South Throop Street, Chicago, IL 60608, USA",9.0,"2500  S THROOP, Chicago, IL",25.0,2007-06-26,41.846283,-87.656913,1.0,CULEX PIPIENS/RESTUANS, S THROOP,,T051,0.0,0
150,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-26,41.721474,-87.648064,2.0,CULEX RESTUANS, W 95TH ST,,T085,0.0,0
151,"1000 South California Avenue, Chicago, IL 60612, USA",9.0,"1000  S CALIFORNIA AVE, Chicago, IL",10.0,2007-06-26,41.869107,-87.696293,1.0,CULEX PIPIENS, S CALIFORNIA AVE,,T088,0.0,0
152,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",9.0,"9600  S HOYNE AVE, Chicago, IL",96.0,2007-06-26,41.719059,-87.675088,3.0,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,T161,0.0,0
153,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",9.0,"9600  S HOYNE AVE, Chicago, IL",96.0,2007-06-26,41.719059,-87.675088,5.0,CULEX RESTUANS, S HOYNE AVE,,T161,0.0,0
154,"1800 West Leland Avenue, Chicago, IL 60640, USA",8.0,"1800  W LELAND AVE, Chicago, IL",18.0,2007-06-26,41.966987,-87.674677,1.0,CULEX RESTUANS, W LELAND AVE,,T219,0.0,0
155,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-06-29,41.95469,-87.800991,2.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T002,0.0,0
156,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-06-29,41.974089,-87.824812,1.0,CULEX PIPIENS/RESTUANS, W FOSTER AVE,,T015,0.0,0
157,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-06-29,41.974089,-87.824812,2.0,CULEX RESTUANS, W FOSTER AVE,,T015,0.0,0
158,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-06-29,41.891118,-87.654491,2.0,CULEX RESTUANS, W GRAND AVE,,T046,0.0,0
159,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-06-29,41.921965,-87.632085,3.0,CULEX PIPIENS/RESTUANS, N CANNON DR,,T054,0.0,0
160,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-06-29,41.688324,-87.676709,2.0,CULEX RESTUANS, W 113TH ST,,T086,0.0,0
161,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-06-29,41.688324,-87.676709,1.0,CULEX PIPIENS, W 113TH ST,,T086,0.0,0
162,"1100 South Peoria Street, Chicago, IL 60608, USA",8.0,"1100  S PEORIA ST, Chicago, IL",11.0,2007-06-29,41.862292,-87.64886,1.0,CULEX PIPIENS/RESTUANS, S PEORIA ST,,T091,0.0,0
163,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-06-29,41.731922,-87.677512,1.0,CULEX RESTUANS, W 89TH ST,,T096,0.0,0
164,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-06-29,41.999129,-87.795585,3.0,CULEX RESTUANS, N OAK PARK AVE,,T143,0.0,0
165,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-29,42.01743,-87.687769,2.0,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,T148,0.0,0
166,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-06-29,42.01743,-87.687769,2.0,CULEX RESTUANS, N OAKLEY AVE,,T148,0.0,0
167,"1500 North Long Avenue, Chicago, IL 60651, USA",8.0,"1500  N LONG AVE, Chicago, IL",15.0,2007-06-29,41.907645,-87.760886,1.0,CULEX RESTUANS, N LONG AVE,,T153,0.0,0
168,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-06-29,42.011601,-87.811506,2.0,CULEX PIPIENS/RESTUANS, N OKETO AVE,,T016,0.0,0
169,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-29,41.986921,-87.689778,2.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,0
170,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-06-29,41.986921,-87.689778,1.0,CULEX RESTUANS, N WESTERN AVE,,T028,0.0,0
171,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2007-06-29,41.801498,-87.763416,1.0,CULEX PIPIENS, S CENTRAL AVE,,T031,0.0,0
172,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2007-06-29,41.723195,-87.64997,2.0,CULEX RESTUANS, S VINCENNES,,T089,0.0,0
173,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.868077,-87.666901,1.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T090,0.0,0
174,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.868077,-87.666901,6.0,CULEX RESTUANS, S ASHLAND AVE,,T090,0.0,0
175,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-06-29,41.868077,-87.666901,3.0,CULEX PIPIENS, S ASHLAND AVE,,T090,0.0,0
176,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-06-29,41.662014,-87.724608,3.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,0
177,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-06-29,41.961743,-87.76007,1.0,CULEX RESTUANS, W AGATITE AVE,,T141,0.0,0
178,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-06-29,41.953067,-87.776792,1.0,CULEX RESTUANS, N AUSTIN AVE,,T142,0.0,0
179,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-06-29,41.878114,-87.629798,1.0,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,0
180,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-06-29,41.958271,-87.702575,2.0,CULEX RESTUANS, N RICHMOND ST,,T146,0.0,0
181,"1800 West Farwell Avenue, Chicago, IL 60626, USA",9.0,"1800  W FARWELL AVE, Chicago, IL",18.0,2007-06-29,42.006858,-87.675919,1.0,CULEX RESTUANS, W FARWELL AVE,,T150,0.0,0
182,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-29,41.916265,-87.800515,1.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,0
183,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-06-29,41.916265,-87.800515,5.0,CULEX RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,0
184,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-06-29,41.682587,-87.707973,6.0,CULEX RESTUANS, W 116TH ST,,T158,0.0,0
185,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",8.0,"3700  N KEDVALE AVE, Chicago, IL",37.0,2007-06-29,41.948167,-87.730698,5.0,CULEX RESTUANS, N KEDVALE AVE,,T218,0.0,0
186,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-06-29,41.990284,-87.797127,1.0,CULEX RESTUANS, N AVONDALE AVE,,T006,0.0,0
187,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-06-29,41.991429,-87.747113,1.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,0
188,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-29,41.857402,-87.694991,2.0,CULEX PIPIENS/RESTUANS, W 18TH ST,,T043,0.0,0
189,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-06-29,41.857402,-87.694991,3.0,CULEX RESTUANS, W 18TH ST,,T043,0.0,0
190,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-29,41.721474,-87.648064,1.0,CULEX PIPIENS/RESTUANS, W 95TH ST,,T085,0.0,0
191,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-06-29,41.721474,-87.648064,1.0,CULEX PIPIENS, W 95TH ST,,T085,0.0,0
192,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2007-06-29,41.923738,-87.785288,1.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,0.0,0
193,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-06-29,41.970248,-87.787992,1.0,CULEX RESTUANS, W STRONG ST,,T014,0.0,0
194,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2007-06-29,42.010412,-87.66214,1.0,CULEX RESTUANS, W GREENLEAF AVE,,T018,0.0,0
195,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-06-29,41.89923,-87.716788,1.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,0.0,0
196,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-06-29,41.89923,-87.716788,1.0,CULEX RESTUANS, N CENTRAL PARK DR,,T030,0.0,0
197,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-06-29,41.692555,-87.598865,1.0,CULEX PIPIENS/RESTUANS, E 111TH ST,,T084,0.0,0
198,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-06-29,41.692555,-87.598865,1.0,CULEX RESTUANS, E 111TH ST,,T084,0.0,0
199,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-06-29,41.94016,-87.794896,1.0,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,T144,0.0,0
200,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-06-29,41.903002,-87.688267,1.0,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,T160,0.0,0
201,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-07-02,41.95469,-87.800991,3.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T002,0.0,0
202,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-07-02,41.95469,-87.800991,2.0,CULEX RESTUANS, N OAK PARK AVE,,T002,0.0,0
203,"6200 North Mandell Avenue, Chicago, IL 60646, USA",9.0,"6200  N MANDELL AVE, Chicago, IL",62.0,2007-07-02,41.994991,-87.769279,4.0,CULEX PIPIENS/RESTUANS, N MANDELL AVE,,T007,0.0,0
204,"6200 North Mandell Avenue, Chicago, IL 60646, USA",9.0,"6200  N MANDELL AVE, Chicago, IL",62.0,2007-07-02,41.994991,-87.769279,4.0,CULEX RESTUANS, N MANDELL AVE,,T007,0.0,0
205,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-07-02,41.974089,-87.824812,3.0,CULEX PIPIENS/RESTUANS, W FOSTER AVE,,T015,0.0,0
206,"1500 West Webster Avenue, Chicago, IL 60614, USA",8.0,"1500  W WEBSTER AVE, Chicago, IL",15.0,2007-07-02,41.9216,-87.666455,2.0,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,,T045,0.0,0
207,"1500 West Webster Avenue, Chicago, IL 60614, USA",8.0,"1500  W WEBSTER AVE, Chicago, IL",15.0,2007-07-02,41.9216,-87.666455,2.0,CULEX RESTUANS, W WEBSTER AVE,,T045,0.0,0
208,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-07-02,41.891118,-87.654491,3.0,CULEX PIPIENS/RESTUANS, W GRAND AVE,,T046,0.0,0
209,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-07-02,41.891118,-87.654491,16.0,CULEX RESTUANS, W GRAND AVE,,T046,0.0,0
210,"1100 Roosevelt Road, Chicago, IL 60608, USA",8.0,"1100  W ROOSEVELT, Chicago, IL",11.0,2007-07-02,41.867108,-87.654224,1.0,CULEX RESTUANS, W ROOSEVELT,,T048,0.0,0
211,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-07-02,41.921965,-87.632085,2.0,CULEX PIPIENS/RESTUANS, N CANNON DR,,T054,0.0,0
212,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-07-02,41.921965,-87.632085,1.0,CULEX RESTUANS, N CANNON DR,,T054,0.0,0
213,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-07-02,41.688324,-87.676709,2.0,CULEX PIPIENS/RESTUANS, W 113TH ST,,T086,0.0,0
214,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-07-02,41.688324,-87.676709,3.0,CULEX RESTUANS, W 113TH ST,,T086,0.0,0
215,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-07-02,41.731922,-87.677512,3.0,CULEX PIPIENS/RESTUANS, W 89TH ST,,T096,0.0,0
216,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-07-02,41.731922,-87.677512,4.0,CULEX RESTUANS, W 89TH ST,,T096,0.0,0
217,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-07-02,41.731922,-87.677512,3.0,CULEX PIPIENS, W 89TH ST,,T096,0.0,0
218,"North Streeter Drive, Chicago, IL 60611, USA",5.0,"5300  N STREETER DR, Chicago, IL",53.0,2007-07-02,41.891126,-87.61156,2.0,CULEX PIPIENS/RESTUANS, N STREETER DR,,T129,0.0,0
219,"North Streeter Drive, Chicago, IL 60611, USA",5.0,"5300  N STREETER DR, Chicago, IL",53.0,2007-07-02,41.891126,-87.61156,1.0,CULEX RESTUANS, N STREETER DR,,T129,0.0,0
220,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-07-02,42.01743,-87.687769,1.0,CULEX RESTUANS, N OAKLEY AVE,,T148,0.0,0
221,"9100 West Higgins Avenue, Chicago, IL 60656, USA",8.0,"9100  W HIGGINS AVE, Chicago, IL",91.0,2007-07-02,41.981964,-87.812827,2.0,CULEX RESTUANS, W HIGGINS AVE,,T009,0.0,0
222,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2007-07-02,41.944869,-87.832763,6.0,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,T011,0.0,0
223,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-07-02,42.011601,-87.811506,1.0,CULEX RESTUANS, N OKETO AVE,,T016,0.0,0
224,"3800 North California Avenue, Chicago, IL 60618, USA",9.0,"3800  N CALIFORNIA AVE, Chicago, IL",38.0,2007-07-02,41.94983,-87.698457,1.0,CULEX RESTUANS, N CALIFORNIA AVE,,T019,0.0,0
225,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-07-02,41.986921,-87.689778,1.0,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,T028,0.0,0
226,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-07-02,41.986921,-87.689778,5.0,CULEX RESTUANS, N WESTERN AVE,,T028,0.0,0
227,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-07-02,41.986921,-87.689778,1.0,CULEX PIPIENS, N WESTERN AVE,,T028,0.0,0
228,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2007-07-02,41.723195,-87.64997,1.0,CULEX PIPIENS/RESTUANS, S VINCENNES,,T089,0.0,0
229,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-07-02,41.868077,-87.666901,2.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T090,0.0,0
230,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9.0,"1100  S ASHLAND AVE, Chicago, IL",11.0,2007-07-02,41.868077,-87.666901,11.0,CULEX RESTUANS, S ASHLAND AVE,,T090,0.0,0
231,"1100 South State Street, Chicago, IL 60605, USA",8.0,"1100  S STATE ST, Chicago, IL",11.0,2007-07-02,41.869216,-87.627561,2.0,CULEX RESTUANS, S STATE ST,,T092,0.0,0
232,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-07-02,41.662014,-87.724608,16.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,0.0,0
233,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-07-02,41.662014,-87.724608,12.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,0
234,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-07-02,41.662014,-87.724608,2.0,CULEX SALINARIUS, W 127TH PL,,T135,0.0,0
235,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-07-02,41.953067,-87.776792,1.0,CULEX PIPIENS/RESTUANS, N AUSTIN AVE,,T142,0.0,0
236,"4000 North Austin Avenue, Chicago, IL 60634, USA",8.0,"4000  N AUSTIN AVE, Chicago, IL",40.0,2007-07-02,41.953067,-87.776792,1.0,CULEX RESTUANS, N AUSTIN AVE,,T142,0.0,0
237,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-07-02,41.878114,-87.629798,1.0,CULEX SALINARIUS, N ASHLAND AVE OVERPASS,,T145,0.0,0
238,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-07-02,41.958271,-87.702575,1.0,CULEX RESTUANS, N RICHMOND ST,,T146,0.0,0
239,"1500 West Granville Avenue, Chicago, IL 60660, USA",8.0,"1500  W GRANVILLE AVE, Chicago, IL",15.0,2007-07-02,41.994469,-87.667736,1.0,CULEX PIPIENS/RESTUANS, W GRANVILLE AVE,,T149,0.0,0
240,"1500 West Granville Avenue, Chicago, IL 60660, USA",8.0,"1500  W GRANVILLE AVE, Chicago, IL",15.0,2007-07-02,41.994469,-87.667736,1.0,CULEX RESTUANS, W GRANVILLE AVE,,T149,0.0,0
